Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,home,game_id
James Maddison,10.0,eng ENG,LM,28-008,84,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,True,Tottenham_Fulham_20241201
Lucas Bergvall,15.0,se SWE,LM,18-303,6,1,1,1,0,0,1,100.0,0,0,0,0,1,2,0,0,True,Tottenham_Fulham_20241201
Yves Bissouma,8.0,ml MLI,CM,28-093,90,2,0,2,0,0,2,100.0,0,1,1,0,2,4,3,0,True,Tottenham_Fulham_20241201
Pape Matar Sarr,29.0,sn SEN,RM,22-078,84,3,2,2,1,0,3,66.7,1,1,0,1,0,3,2,0,True,Tottenham_Fulham_20241201
Archie Gray,14.0,eng ENG,RM,18-264,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Tottenham_Fulham_20241201
Will Lankshear,42.0,eng ENG,"FW,RM",19-225,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Tottenham_Fulham_20241201
Destiny Udogie,13.0,it ITA,LB,22-003,90,2,1,2,0,0,2,100.0,0,3,0,3,1,3,2,0,True,Tottenham_Fulham_20241201
Ben Davies,33.0,wls WAL,CB,31-221,90,0,0,0,0,0,1,0.0,1,4,3,1,4,4,7,0,True,Tottenham_Fulham_20241201
Radu Drăgușin,6.0,ro ROU,CB,22-302,90,3,2,2,1,0,1,100.0,0,1,0,1,1,4,6,0,True,Tottenham_Fulham_20241201
Pedro Porro,23.0,es ESP,RB,25-079,90,2,2,0,1,1,6,16.7,5,1,0,1,0,2,3,0,True,Tottenham_Fulham_20241201
Fraser Forster,20.0,eng ENG,GK,36-259,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,Tottenham_Fulham_20241201
Raúl Jiménez,7.0,mx MEX,FW,33-210,77,1,1,0,1,0,0,,0,0,0,0,0,1,0,0,False,Tottenham_Fulham_20241201
Rodrigo Muniz,9.0,br BRA,FW,23-211,13,1,0,0,1,0,1,100.0,0,0,0,0,0,1,0,0,False,Tottenham_Fulham_20241201
Reiss Nelson,19.0,eng ENG,LW,24-357,61,1,1,0,1,0,0,,0,1,0,1,1,2,1,0,False,Tottenham_Fulham_20241201
Harry Wilson,8.0,wls WAL,"RW,RM",27-254,29,2,1,1,1,0,1,100.0,0,1,0,1,1,3,0,0,False,Tottenham_Fulham_20241201
Alex Iwobi,17.0,ng NGA,"RW,LW",28-212,85,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,False,Tottenham_Fulham_20241201
Ryan Sessegnon,30.0,eng ENG,LM,24-197,5,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,False,Tottenham_Fulham_20241201
Emile Smith Rowe,32.0,eng ENG,AM,24-126,85,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,False,Tottenham_Fulham_20241201
Timothy Castagne,21.0,be BEL,RB,28-362,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Tottenham_Fulham_20241201
Sander Berge,16.0,no NOR,"DM,CM",26-291,90,2,1,0,2,0,1,100.0,0,0,0,0,1,3,2,0,False,Tottenham_Fulham_20241201
Saša Lukić,20.0,rs SRB,DM,28-110,61,1,0,0,1,0,0,,0,0,0,0,1,2,1,0,False,Tottenham_Fulham_20241201
Tom Cairney,10.0,sct SCO,DM,33-316,21,1,0,0,0,1,0,,0,0,0,0,1,2,1,0,False,Tottenham_Fulham_20241201
Antonee Robinson,33.0,us USA,LB,27-115,90,1,1,1,0,0,1,100.0,0,0,0,0,1,2,5,0,False,Tottenham_Fulham_20241201
Calvin Bassey,3.0,ng NGA,CB,24-336,90,1,1,1,0,0,1,100.0,0,1,0,1,1,2,3,1,False,Tottenham_Fulham_20241201
Issa Diop,31.0,fr FRA,CB,27-327,90,3,2,2,1,0,1,100.0,0,2,2,0,0,3,5,0,False,Tottenham_Fulham_20241201
Kenny Tete,2.0,nl NED,"RB,CB",29-053,90,2,2,2,0,0,1,100.0,0,0,0,0,5,7,2,0,False,Tottenham_Fulham_20241201
Bernd Leno,1.0,de GER,GK,32-272,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,Tottenham_Fulham_20241201
Nicolas Jackson,15.0,sn SEN,FW,23-164,70,1,0,0,0,1,0,,0,0,0,0,0,1,1,0,True,Chelsea_AstonVilla_20241201
Christopher Nkunku,18.0,fr FRA,FW,27-017,20,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,Chelsea_AstonVilla_20241201
Jadon Sancho,19.0,eng ENG,LW,24-251,70,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,Chelsea_AstonVilla_20241201
Noni Madueke,11.0,eng ENG,RW,22-266,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Chelsea_AstonVilla_20241201
Pedro Neto,7.0,pt POR,"RW,LW",24-267,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Chelsea_AstonVilla_20241201
Cole Palmer,20.0,eng ENG,AM,22-209,85,1,1,0,0,1,1,0.0,1,1,0,1,0,1,0,0,True,Chelsea_AstonVilla_20241201
João Félix,14.0,pt POR,AM,25-021,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Chelsea_AstonVilla_20241201
Enzo Fernández,8.0,ar ARG,DM,23-319,90,3,1,0,1,2,1,0.0,1,0,0,0,0,3,0,0,True,Chelsea_AstonVilla_20241201
Roméo Lavia,45.0,be BEL,DM,20-330,85,1,1,0,0,1,2,50.0,1,1,0,1,1,2,0,0,True,Chelsea_AstonVilla_20241201
Malo Gusto,27.0,fr FRA,RB,21-196,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Chelsea_AstonVilla_20241201
Marc Cucurella,3.0,es ESP,LB,26-132,90,4,3,3,1,0,3,100.0,0,4,0,4,0,4,2,0,True,Chelsea_AstonVilla_20241201
Levi Colwill,6.0,eng ENG,CB,21-279,90,2,1,1,1,0,3,66.7,1,4,3,1,0,2,0,0,True,Chelsea_AstonVilla_20241201
Wesley Fofana,29.0,fr FRA,CB,23-350,59,2,2,2,0,0,3,66.7,1,0,0,0,0,2,0,1,True,Chelsea_AstonVilla_20241201
Benoît Badiashile,5.0,fr FRA,CB,23-250,31,1,1,1,0,0,0,,0,1,1,0,0,1,0,0,True,Chelsea_AstonVilla_20241201
Moisés Caicedo,25.0,ec ECU,"RB,DM",23-029,90,2,0,0,1,1,1,100.0,0,1,0,1,2,4,1,0,True,Chelsea_AstonVilla_20241201
Robert Sánchez,1.0,es ESP,GK,27-013,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Chelsea_AstonVilla_20241201
Ollie Watkins,11.0,eng ENG,FW,28-337,83,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,Chelsea_AstonVilla_20241201
Emi Buendía,10.0,ar ARG,"LM,FW",27-342,7,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,False,Chelsea_AstonVilla_20241201
John McGinn,7.0,sct SCO,"LW,LM,FW",30-044,90,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,False,Chelsea_AstonVilla_20241201
Jaden Philogene Bidace,19.0,eng ENG,RW,22-297,65,4,0,2,2,0,2,50.0,1,2,0,2,3,7,0,1,False,Chelsea_AstonVilla_20241201
Leon Bailey,31.0,jm JAM,RM,27-114,25,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,Chelsea_AstonVilla_20241201
Morgan Rogers,27.0,eng ENG,AM,22-128,65,1,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,False,Chelsea_AstonVilla_20241201
Jáder Durán,9.0,co COL,FW,20-354,25,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Chelsea_AstonVilla_20241201
Youri Tielemans,8.0,be BEL,"DM,CM",27-208,90,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,1,False,Chelsea_AstonVilla_20241201
Boubacar Kamara,44.0,fr FRA,DM,25-008,61,1,0,1,0,0,2,0.0,2,2,1,1,0,1,1,0,False,Chelsea_AstonVilla_20241201
Ross Barkley,6.0,eng ENG,"CM,DM",30-362,29,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,False,Chelsea_AstonVilla_20241201
Lucas Digne,12.0,fr FRA,LB,31-134,90,1,0,1,0,0,2,50.0,1,0,0,0,0,1,3,0,False,Chelsea_AstonVilla_20241201
Pau Torres,14.0,es ESP,CB,27-320,90,1,1,1,0,0,1,100.0,0,1,1,0,2,3,3,0,False,Chelsea_AstonVilla_20241201
Ezri Konsa,4.0,eng ENG,CB,27-039,90,1,1,1,0,0,0,,0,0,0,0,2,3,2,0,False,Chelsea_AstonVilla_20241201
Matty Cash,2.0,pl POL,RB,27-116,90,3,1,3,0,0,2,50.0,1,1,1,0,2,5,2,0,False,Chelsea_AstonVilla_20241201
Emiliano Martínez,23.0,ar ARG,GK,32-090,45,1,1,1,0,0,0,,0,0,0,0,0,1,0,1,False,Chelsea_AstonVilla_20241201
Robin Olsen,25.0,se SWE,GK,34-328,45,1,0,1,0,0,1,100.0,0,0,0,0,0,1,1,0,False,Chelsea_AstonVilla_20241201
Luis Díaz,7.0,co COL,"FW,LW",27-323,89,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,Liverpool_ManchesterCity_20241201
Harvey Elliott,19.0,eng ENG,LW,21-241,1,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,True,Liverpool_ManchesterCity_20241201
Cody Gakpo,18.0,nl NED,LW,25-208,72,1,1,0,1,0,1,0.0,1,0,0,0,0,1,0,1,True,Liverpool_ManchesterCity_20241201
Darwin Núñez,9.0,uy URU,FW,25-160,18,2,2,1,0,1,2,50.0,1,0,0,0,0,2,2,0,True,Liverpool_ManchesterCity_20241201
Mohamed Salah,11.0,eg EGY,RW,32-169,83,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,True,Liverpool_ManchesterCity_20241201
Curtis Jones,17.0,eng ENG,AM,23-306,7,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Liverpool_ManchesterCity_20241201
Dominik Szoboszlai,8.0,hu HUN,"AM,RW",24-037,90,1,1,1,0,0,0,,0,0,0,0,1,2,0,0,True,Liverpool_ManchesterCity_20241201
Alexis Mac Allister,10.0,ar ARG,DM,25-343,90,3,3,0,2,1,3,33.3,2,4,0,4,0,3,0,0,True,Liverpool_ManchesterCity_20241201
Ryan Gravenberch,38.0,nl NED,DM,22-199,90,5,0,3,2,0,3,100.0,0,2,0,2,1,6,2,0,True,Liverpool_ManchesterCity_20241201
Andrew Robertson,26.0,sct SCO,LB,30-265,90,3,1,3,0,0,3,66.7,1,0,0,0,0,3,0,0,True,Liverpool_ManchesterCity_20241201
Virgil van Dijk,4.0,nl NED,CB,33-146,90,1,0,1,0,0,2,50.0,1,2,2,0,3,4,7,1,True,Liverpool_ManchesterCity_20241201
Joe Gomez,2.0,eng ENG,CB,27-192,90,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,True,Liverpool_ManchesterCity_20241201
Trent Alexander-Arnold,66.0,eng ENG,RB,26-055,72,4,4,4,0,0,8,25.0,6,1,0,1,0,4,1,0,True,Liverpool_ManchesterCity_20241201
Jarell Quansah,78.0,eng ENG,RB,21-307,18,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,True,Liverpool_ManchesterCity_20241201
Caoimhín Kelleher,62.0,ie IRL,GK,26-008,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Liverpool_ManchesterCity_20241201
Erling Haaland,9.0,no NOR,FW,24-133,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,Liverpool_ManchesterCity_20241201
Matheus Nunes,27.0,pt POR,LW,26-096,56,0,0,0,0,0,1,0.0,1,2,1,1,0,0,1,0,False,Liverpool_ManchesterCity_20241201
Jeremy Doku,11.0,be BEL,"LW,LM",22-188,34,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,False,Liverpool_ManchesterCity_20241201
Rico Lewis,82.0,eng ENG,"RW,DM",20-010,78,3,3,1,1,1,1,100.0,0,0,0,0,1,4,2,0,False,Liverpool_ManchesterCity_20241201
Jack Grealish,10.0,eng ENG,"CM,DM",29-082,12,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,0,False,Liverpool_ManchesterCity_20241201
Phil Foden,47.0,eng ENG,AM,24-187,78,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Liverpool_ManchesterCity_20241201
Kevin De Bruyne,17.0,be BEL,"CM,AM",33-156,12,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,False,Liverpool_ManchesterCity_20241201
İlkay Gündoğan,19.0,de GER,DM,34-038,57,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,False,Liverpool_ManchesterCity_20241201
Sávio,26.0,br BRA,"RW,RM",20-235,33,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Liverpool_ManchesterCity_20241201
Bernardo Silva,20.0,pt POR,DM,30-113,90,4,3,1,3,0,4,50.0,2,1,0,1,1,5,2,1,False,Liverpool_ManchesterCity_20241201
Nathan Aké,6.0,nl NED,LB,29-287,90,4,3,3,1,0,1,100.0,0,4,1,3,2,6,1,0,False,Liverpool_ManchesterCity_20241201
Manuel Akanji,25.0,ch SUI,CB,29-135,90,0,0,0,0,0,0,,0,1,1,0,0,0,5,1,False,Liverpool_ManchesterCity_20241201
Rúben Dias,3.0,pt POR,CB,27-201,90,0,0,0,0,0,0,,0,1,1,0,0,0,6,0,False,Liverpool_ManchesterCity_20241201
Kyle Walker,2.0,eng ENG,RB,34-187,90,3,2,2,0,1,5,60.0,2,0,0,0,0,3,2,1,False,Liverpool_ManchesterCity_20241201
Stefan Ortega,18.0,de GER,GK,32-025,90,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,Liverpool_ManchesterCity_20241201
Liam Delap,19.0,eng ENG,FW,21-299,78,2,2,0,0,2,0,,0,0,0,0,0,2,0,0,True,IpswichTown_CrystalPalace_20241203
Ali Al Hamadi,16.0,iq IRQ,FW,22-277,12,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,IpswichTown_CrystalPalace_20241203
Jack Clarke,47.0,eng ENG,LW,24-010,65,3,2,2,1,0,2,100.0,0,0,0,0,0,3,0,0,True,IpswichTown_CrystalPalace_20241203
Nathan Broadhead,33.0,wls WAL,LW,26-242,25,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,0,True,IpswichTown_CrystalPalace_20241203
Wes Burns,7.0,wls WAL,RW,30-010,65,1,1,1,0,0,1,0.0,1,1,1,0,1,2,1,0,True,IpswichTown_CrystalPalace_20241203
Conor Chaplin,10.0,eng ENG,RW,27-291,25,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,IpswichTown_CrystalPalace_20241203
Omari Hutchinson,20.0,eng ENG,AM,21-034,90,1,1,1,0,0,2,50.0,1,0,0,0,0,1,0,0,True,IpswichTown_CrystalPalace_20241203
Jens Cajuste,12.0,se SWE,DM,25-115,65,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,True,IpswichTown_CrystalPalace_20241203
Jack Taylor,14.0,ie IRL,DM,26-163,25,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,True,IpswichTown_CrystalPalace_20241203
Sam Morsy,5.0,eg EGY,DM,33-084,90,3,1,1,1,1,2,50.0,1,0,0,0,4,7,2,0,True,IpswichTown_CrystalPalace_20241203
Leif Davis,3.0,eng ENG,LB,24-326,90,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,True,IpswichTown_CrystalPalace_20241203
Jacob Greaves,24.0,eng ENG,CB,24-082,90,3,1,1,1,1,1,0.0,1,1,1,0,1,4,7,0,True,IpswichTown_CrystalPalace_20241203
Dara O'Shea,26.0,ie IRL,CB,25-274,90,2,1,0,2,0,0,,0,2,2,0,2,4,5,0,True,IpswichTown_CrystalPalace_20241203
Harry Clarke,2.0,eng ENG,RB,23-276,90,2,1,0,2,0,0,,0,2,2,0,0,2,4,1,True,IpswichTown_CrystalPalace_20241203
Arijanet Muric,1.0,xk KVX,GK,26-026,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,IpswichTown_CrystalPalace_20241203
Jean-Philippe Mateta,14.0,fr FRA,FW,27-158,90,2,2,1,1,0,0,,0,0,0,0,0,2,1,0,False,IpswichTown_CrystalPalace_20241203
Eberechi Eze,10.0,eng ENG,AM,26-157,75,0,0,0,0,0,0,,0,3,0,3,0,0,0,0,False,IpswichTown_CrystalPalace_20241203
Justin Devenny,55.0,nir NIR,AM,21-053,15,2,1,0,2,0,3,66.7,1,0,0,0,0,2,0,0,False,IpswichTown_CrystalPalace_20241203
Ismaila Sarr,7.0,sn SEN,AM,26-282,89,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,False,IpswichTown_CrystalPalace_20241203
Eddie Nketiah,9.0,eng ENG,AM,25-187,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,IpswichTown_CrystalPalace_20241203
Cheick Doucouré,28.0,ml MLI,CM,24-330,45,1,0,0,1,0,2,50.0,1,0,0,0,0,1,1,0,False,IpswichTown_CrystalPalace_20241203
Jefferson Lerma,8.0,co COL,CM,30-039,45,1,0,0,1,0,0,,0,1,0,1,1,2,0,0,False,IpswichTown_CrystalPalace_20241203
Will Hughes,19.0,eng ENG,CM,29-230,90,2,2,0,0,2,3,33.3,2,1,1,0,0,2,3,0,False,IpswichTown_CrystalPalace_20241203
Tyrick Mitchell,3.0,eng ENG,WB,25-093,90,0,0,0,0,0,2,0.0,2,2,1,1,0,0,9,0,False,IpswichTown_CrystalPalace_20241203
Daniel Muñoz,12.0,co COL,WB,28-191,90,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,False,IpswichTown_CrystalPalace_20241203
Marc Guéhi,6.0,eng ENG,CB,24-143,90,2,1,0,2,0,1,100.0,0,3,1,2,0,2,5,0,False,IpswichTown_CrystalPalace_20241203
Maxence Lacroix,5.0,fr FRA,CB,24-241,90,3,3,2,1,0,1,0.0,1,0,0,0,1,4,3,0,False,IpswichTown_CrystalPalace_20241203
Trevoh Chalobah,27.0,eng ENG,CB,25-151,80,2,0,1,1,0,2,50.0,1,0,0,0,0,2,1,0,False,IpswichTown_CrystalPalace_20241203
Chris Richards,26.0,us USA,CB,24-250,10,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,IpswichTown_CrystalPalace_20241203
Dean Henderson,1.0,eng ENG,GK,27-266,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,IpswichTown_CrystalPalace_20241203
Jamie Vardy,9.0,eng ENG,FW,37-327,59,1,1,0,1,0,1,100.0,0,1,1,0,0,1,0,0,True,LeicesterCity_WestHam_20241203
Patson Daka,20.0,zm ZAM,FW,26-055,31,2,1,0,2,0,3,66.7,1,0,0,0,0,2,0,0,True,LeicesterCity_WestHam_20241203
Bilal El Khannouss,11.0,ma MAR,"LW,AM",20-207,73,2,1,2,0,0,3,33.3,2,2,0,2,3,5,1,0,True,LeicesterCity_WestHam_20241203
Bobby De Cordova-Reid,14.0,jm JAM,"AM,RW",31-305,17,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,LeicesterCity_WestHam_20241203
Kasey McAteer,35.0,ie IRL,"RW,LW",23-011,73,5,4,2,2,1,6,50.0,3,2,1,1,0,5,2,0,True,LeicesterCity_WestHam_20241203
Stephy Mavididi,10.0,eng ENG,LW,26-186,17,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,LeicesterCity_WestHam_20241203
Facundo Buonanotte,40.0,ar ARG,"RW,AM",19-346,89,3,3,0,2,1,7,14.3,6,3,1,2,0,3,0,0,True,LeicesterCity_WestHam_20241203
Jordan Ayew,18.0,gh GHA,AM,33-083,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,LeicesterCity_WestHam_20241203
Boubakary Soumaré,24.0,fr FRA,DM,25-280,90,4,2,2,2,0,3,66.7,1,2,1,1,0,4,2,0,True,LeicesterCity_WestHam_20241203
Wilfred Ndidi,6.0,ng NGA,DM,27-353,90,8,6,3,5,0,6,66.7,2,2,0,2,3,11,11,0,True,LeicesterCity_WestHam_20241203
Victor Bernth Kristiansen,16.0,dk DEN,LB,21-353,90,5,2,4,1,0,8,50.0,4,3,3,0,1,6,4,0,True,LeicesterCity_WestHam_20241203
Jannik Vestergaard,23.0,dk DEN,CB,32-122,59,2,2,1,1,0,2,50.0,1,1,1,0,1,3,2,0,True,LeicesterCity_WestHam_20241203
Wout Faes,3.0,be BEL,CB,26-244,31,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,True,LeicesterCity_WestHam_20241203
Conor Coady,4.0,eng ENG,CB,31-282,90,2,2,1,1,0,1,100.0,0,3,3,0,1,3,2,0,True,LeicesterCity_WestHam_20241203
James Justin,2.0,eng ENG,RB,26-284,90,1,0,0,1,0,0,,0,3,2,1,1,2,6,0,True,LeicesterCity_WestHam_20241203
Mads Hermansen,30.0,dk DEN,GK,24-145,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,True,LeicesterCity_WestHam_20241203
Danny Ings,18.0,eng ENG,FW,32-133,45,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_WestHam_20241203
Crysencio Summerville,7.0,nl NED,"LM,LW",23-034,45,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_WestHam_20241203
Mohammed Kudus,14.0,gh GHA,"LW,RW,RM",24-123,78,1,1,1,0,0,1,100.0,0,2,0,2,0,1,0,0,False,LeicesterCity_WestHam_20241203
Niclas Füllkrug,11.0,de GER,FW,31-298,12,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_WestHam_20241203
Jarrod Bowen,20.0,eng ENG,"RW,FW,RM",27-349,90,1,1,0,1,0,2,50.0,1,0,0,0,0,1,0,0,False,LeicesterCity_WestHam_20241203
Tomáš Souček,28.0,cz CZE,AM,29-280,61,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,LeicesterCity_WestHam_20241203
Michail Antonio,9.0,jm JAM,FW,34-250,29,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,LeicesterCity_WestHam_20241203
Carlos Soler,4.0,es ESP,DM,27-336,61,1,1,0,1,0,2,0.0,2,0,0,0,0,1,0,0,False,LeicesterCity_WestHam_20241203
Lucas Paquetá,10.0,br BRA,CM,27-098,29,2,1,1,1,0,1,100.0,0,2,0,2,1,3,1,1,False,LeicesterCity_WestHam_20241203
Edson Álvarez,19.0,mx MEX,DM,27-040,90,2,1,0,0,2,2,50.0,1,1,0,1,1,3,3,0,False,LeicesterCity_WestHam_20241203
Aaron Wan-Bissaka,29.0,cd COD,"LB,RB",27-007,90,2,1,1,1,0,0,,0,1,0,1,2,4,3,0,False,LeicesterCity_WestHam_20241203
Max Kilman,26.0,eng ENG,CB,27-194,90,0,0,0,0,0,1,0.0,1,1,0,1,3,3,1,0,False,LeicesterCity_WestHam_20241203
Konstantinos Mavropanos,15.0,gr GRE,CB,26-358,90,1,1,0,1,0,0,,0,2,0,2,1,2,1,0,False,LeicesterCity_WestHam_20241203
Vladimír Coufal,5.0,cz CZE,RB,32-103,61,2,1,1,1,0,2,50.0,1,0,0,0,0,2,2,1,False,LeicesterCity_WestHam_20241203
Emerson Palmieri,33.0,it ITA,LB,30-122,29,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,False,LeicesterCity_WestHam_20241203
Łukasz Fabiański,1.0,pl POL,GK,39-229,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_WestHam_20241203
Alexander Isak,14.0,se SWE,"FW,LW",25-074,90,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,1,True,NewcastleUtd_Liverpool_20241204
Anthony Gordon,10.0,eng ENG,LW,23-284,86,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,True,NewcastleUtd_Liverpool_20241204
Callum Wilson,9.0,eng ENG,FW,32-281,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,NewcastleUtd_Liverpool_20241204
Jacob Murphy,23.0,eng ENG,RW,29-284,73,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,True,NewcastleUtd_Liverpool_20241204
Harvey Barnes,11.0,eng ENG,RW,26-361,17,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,NewcastleUtd_Liverpool_20241204
Joelinton,7.0,br BRA,LM,28-112,86,1,0,0,1,0,0,,0,1,0,1,1,2,0,0,True,NewcastleUtd_Liverpool_20241204
Joe Willock,28.0,eng ENG,LM,25-106,4,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,0,True,NewcastleUtd_Liverpool_20241204
Bruno Guimarães,39.0,br BRA,CM,27-018,90,4,3,2,2,0,3,66.7,1,0,0,0,0,4,0,0,True,NewcastleUtd_Liverpool_20241204
Sandro Tonali,8.0,it ITA,RM,24-210,86,1,1,1,0,0,1,100.0,0,1,1,0,1,2,1,0,True,NewcastleUtd_Liverpool_20241204
Sean Longstaff,36.0,eng ENG,RM,27-035,4,1,0,1,0,0,2,50.0,1,0,0,0,0,1,0,0,True,NewcastleUtd_Liverpool_20241204
Lewis Hall,20.0,eng ENG,LB,20-087,90,1,1,0,1,0,1,0.0,1,2,1,1,1,2,5,0,True,NewcastleUtd_Liverpool_20241204
Dan Burn,33.0,eng ENG,CB,32-209,90,1,1,0,1,0,2,50.0,1,3,2,1,0,1,4,0,True,NewcastleUtd_Liverpool_20241204
Fabian Schär,5.0,ch SUI,CB,32-350,90,1,1,1,0,0,1,100.0,0,1,1,0,1,2,1,0,True,NewcastleUtd_Liverpool_20241204
Valentino Livramento,21.0,eng ENG,RB,22-022,90,2,2,1,1,0,3,66.7,1,1,1,0,0,2,5,0,True,NewcastleUtd_Liverpool_20241204
Nick Pope,22.0,eng ENG,GK,32-229,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,NewcastleUtd_Liverpool_20241204
Darwin Núñez,9.0,uy URU,FW,25-163,90,1,1,1,0,0,0,,0,1,0,1,0,1,0,0,False,NewcastleUtd_Liverpool_20241204
Cody Gakpo,18.0,nl NED,LW,25-211,66,2,2,0,1,1,2,50.0,1,2,0,2,0,2,1,0,False,NewcastleUtd_Liverpool_20241204
Luis Díaz,7.0,co COL,LW,27-326,24,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,NewcastleUtd_Liverpool_20241204
Mohamed Salah,11.0,eg EGY,RW,32-172,90,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,False,NewcastleUtd_Liverpool_20241204
Curtis Jones,17.0,eng ENG,"AM,DM",23-309,90,2,0,0,1,1,0,,0,0,0,0,0,2,0,0,False,NewcastleUtd_Liverpool_20241204
Alexis Mac Allister,10.0,ar ARG,DM,25-346,90,7,3,3,3,1,4,75.0,1,3,0,3,0,7,2,0,False,NewcastleUtd_Liverpool_20241204
Ryan Gravenberch,38.0,nl NED,DM,22-202,66,0,0,0,0,0,1,0.0,1,1,1,0,4,4,0,0,False,NewcastleUtd_Liverpool_20241204
Dominik Szoboszlai,8.0,hu HUN,AM,24-040,24,1,1,0,0,1,2,0.0,2,1,0,1,0,1,0,0,False,NewcastleUtd_Liverpool_20241204
Andrew Robertson,26.0,sct SCO,LB,30-268,90,2,0,1,1,0,2,50.0,1,0,0,0,0,2,4,0,False,NewcastleUtd_Liverpool_20241204
Virgil van Dijk,4.0,nl NED,CB,33-149,90,2,1,0,2,0,1,0.0,1,0,0,0,3,5,6,0,False,NewcastleUtd_Liverpool_20241204
Joe Gomez,2.0,eng ENG,CB,27-195,66,0,0,0,0,0,2,0.0,2,2,2,0,1,1,5,2,False,NewcastleUtd_Liverpool_20241204
